title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,normalized_rating,normalized_reviews,score
Simangande Waterfall,https://www.google.com/maps/place/Simangande+Waterfall/data=!4m7!3m6!1s0x3031c3187c52cfc5:0xbb2e04522b05a691!8m2!3d2.6470084!4d98.8345923!16s%2Fg%2F11h4w1n37r!19sChIJxc9SfBjDMTARkaYFK1IELrs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMf0b1SBflC9tg-MKE2F2JBKtmkVxsaYMjxkN-H=w80-h106-k-no,4.1,18,"Ronggur Nihuta, Samosir Regency, North Sumatra 22395",Open 08.00-17.00,2.6470084,98.8345923,Alam,"Pemandangan, Berenang, Fotografi, Trekking, Piknik, Eksplorasi, Aktivitas Air","Air Terjun Simangande adalah permata tersembunyi di Pulau Samosir, Sumatera Utara. Air terjun ini memiliki ketinggian sekitar 500 meter, menjadikannya salah satu air terjun yang cukup tinggi di kawasan ini. Sumber airnya berasal dari mata air alami di Bukit Dolok Simangande. Keunikan air terjun ini adalah bentuknya yang menyerupai hati jika dilihat dari kejauhan, sehingga sering disebut ""Air Terjun Cinta"" oleh kalangan muda.",Ronggur Nihuta,0,0,0,0.3076923076923075,0.003424657534246575,0.2164120126448892
Pemandian Air Panas Rianiate,https://www.google.com/maps/place/Pemandian+Air+Panas+Rianiate/data=!4m7!3m6!1s0x3031db9325239f09:0x29816421eb92fb5f!8m2!3d2.5305201!4d98.7337322!16s%2Fg%2F11bcf1rndb!19sChIJCZ8jJZPbMTARX_uS6yFkgSk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOLK1Rs1X1-BxLzr56e7sMFqMShyTQaE_bIdFG4=w163-h92-k-no,4.1,153,"Rianiate, Pangururan, Samosir Regency, North Sumatra 22393",Open 24 hours,2.5305201,98.7337322,Alam,"Berendam, Air Panas, Santai, Pemandangan, Fotografi, Piknik","Pemandian Air Panas Rianiate adalah destinasi wisata alam yang terletak di Desa Rianiate, Kecamatan Pangururan, Pulau Samosir, Sumatera Utara. Terkenal dengan sumber air panas alami yang berasal dari aktivitas vulkanik di kawasan sekitar Danau Toba, pemandian ini menawarkan pengalaman relaksasi di kolam air panas berlatarkan panorama pegunungan dan danau. ",Pangururan,10000,5000,10000,0.3076923076923075,0.0306204673650282,0.22457075559412368
Tao Silalahi Viewpoint,https://www.google.com/maps/place/Tao+Silalahi+Viewpoint/data=!4m7!3m6!1s0x3031cfbbcb26f629:0xdfcd0550bb8af7c9!8m2!3d2.6280371!4d98.6346953!16s%2Fg%2F11r36h_5jr!19sChIJKfYmy7vPMTARyfeKu1AFzd8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNTOK9WeXdpt8xUjoTncFSh9WU-lLpag-xXeh6v=w122-h92-k-no,4.6,27,"Jl. Tulas, Siboro, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.6280371,98.6346953,Alam,"Pemandangan, Fotografi, Santai, Piknik","Tao Silalahi Viewpoint adalah salah satu titik pandang terbaik untuk menikmati keindahan Danau Toba, Kecamatan Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara. Terletak di dataran tinggi dengan udara sejuk dan panorama luas, viewpoint ini menyuguhkan pemandangan dramatis berupa danau biru kehijauan yang dikelilingi bukit hijau serta perkampungan Batak tradisional yang memancarkan nuansa budaya lokal. ",Sianjur Mula Mula,0,5000,10000,0.6923076923076921,0.005237711522965351,0.486186698072274
Waterfront City Pangururan,https://www.google.com/maps/place/Waterfront+City+Pangururan/data=!4m7!3m6!1s0x3031c5aa13a22e5d:0x140af25707687568!8m2!3d2.6011438!4d98.7020533!16s%2Fg%2F11j8wy8259!19sChIJXS6iE6rFMTARaHVoB1fyChQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP0o69AVlU5O5QGQHUlwK75mFFuZeQHnTs7XdLh=w163-h92-k-no,4.6,518,"Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392",Open 08.00-22.00,2.6011438,98.7020533,Alam,"Pemandangan, Hiburan, Santai, Fotografi","Waterfront City Pangururan adalah kawasan wisata modern yang terletak di tepi Danau Toba, tepatnya di Kecamatan Pangururan, Kabupaten Samosir. Proyek ini merupakan bagian dari pengembangan destinasi super prioritas Danau Toba yang menggabungkan konsep keindahan alam, ruang publik yang nyaman, dan sentuhan budaya lokal Batak. Dengan desain arsitektur modern namun tetap mempertahankan nuansa lokal, tempat ini menjadi ruang terbuka yang cocok untuk rekreasi, bersantai, hingga menikmati senja di tepian danau.",Pangururan,0,0,0,0.6923076923076921,0.10414987912973409,0.5158603483543046
Wisata alam Efrata,https://www.google.com/maps/place/Wisata+alam+Efrata/data=!4m7!3m6!1s0x3031d1309349d1cb:0x7839cdbd80f6458d!8m2!3d2.5378818!4d98.6449025!16s%2Fg%2F11hz_kfl9z!19sChIJy9FJkzDRMTARjUX2gL3NOXg?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipN0dPqJwdkgLL7sc-SAPLVwzlY9rjL74TOg7ms5=w122-h92-k-no,3.9,25,"Turpuk Malau, Harian, Samosir Regency, North Sumatra 22396",Open 08.00-16.00,2.5378818,98.6449025,Alam,"Pemandangan, Berenang, Trekking, Fotografi, Aktivitas Air","Wisata Alam Efrata adalah destinasi air terjun yang menawan di Desa Turpuk Malau, Kecamatan Harian, Kabupaten Samosir. Terletak di dataran tinggi dengan latar pegunungan dan vegetasi hijau yang rimbun, Air Terjun Efrata menyuguhkan suasana alami yang sejuk dan menyegarkan, cocok untuk wisatawan yang ingin melepas penat dari hiruk-pikuk kota.
Air terjun ini memiliki ketinggian sekitar 26 meter dan debit air yang deras, membentuk kolam alami di bawahnya yang bisa digunakan untuk bermain air atau sekadar menikmati keindahan alam. Dikenal sebagai ""pesona tersembunyi"" Samosir, Efrata juga menawarkan area berfoto yang Instagramable dan cocok dikunjungi bersama keluarga maupun sahabat. Akses menuju lokasi cukup mudah dijangkau dan dikelilingi panorama Danau Toba yang menakjubkan.",Harian,8000,2000,5000,0.15384615384615374,0.004834810636583401,0.10914275088328264
Sijukjuk Hill,https://www.google.com/maps/place/Sijukjuk+Hill/data=!4m7!3m6!1s0x3031db0723ccb87b:0x4f697854dc3f7a7b!8m2!3d2.5690108!4d98.6866812!16s%2Fg%2F11g0km917g!19sChIJe7jMIwfbMTARe3o_3FR4aU8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP_UPgz3QH2W-Rz2Q92CZKhMF04M8Sk8afJ-7Ke=w138-h92-k-no,4.3,12,"Boho, Sianjur Mula Mula, Samosir Regency, North Sumatra",Open 24 hours,2.5690108,98.6866812,Alam,"Pemandangan, Fotografi, Trekking, Piknik","Sijujuk Hill adalah destinasi wisata alam di Desa Boho, Kecamatan Sianjur Mula-mula, Kabupaten Samosir. Objek wisata ini menawarkan tiga atraksi alam berupa spot penatapan, tempat bersantai dan area camping dalam satu kawasan. Dari atas ketinggian, lukisan alam pegunungan dengan air Danau Toba yang biru beriak. Deretan pinus menjulang di kejauhan dengan sederet hutan hijau yang mengapit. Siapapun itu pasti terkesan dengan suguhan panorama yang ditawarkan oleh Sijukjuk Hill.",Sianjur Mula Mula,5000,0,0,0.4615384615384617,0.0022159548751007254,0.32374170953945336
Bukit Cinta Harian,https://www.google.com/maps/place/BUKIT+CINTA/data=!4m7!3m6!1s0x3031dbed66de7779:0xbb41afc825ed5154!8m2!3d2.5423634!4d98.6876303!16s%2Fg%2F11tbvr7dkw!19sChIJeXfeZu3bMTARVFHtJcivQbs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPhilyLAvoaDXK4_JAShmI_iQDIqlv6h9POLsZq=w122-h92-k-no,4.3,34,"Janji Martahan, Harian, Samosir Regency, North Sumatra",Open 08.00-17.00,2.5423634,98.6876303,Alam,"Pemandangan, Fotografi, Santai, Piknik, Pemandangan","Bukit Cinta di Samosir menawarkan panorama alam yang memukau dengan hamparan rumput hijau yang luas dan pepohonan rindang. Dari bukit ini, pengunjung dapat menikmati pemandangan indah Danau Toba yang tenang dan perbukitan di sekitarnya. Suasana romantis yang ditawarkan tempat ini menjadikannya cocok bagi pasangan atau siapa saja yang mencari ketenangan dan keindahan alam. Pengunjung dapat melakukan berbagai aktivitas seperti piknik, bersantai, dan berfoto dengan latar belakang pemandangan yang menawan.",Harian,0,20000,30000,0.4615384615384617,0.006647864625302175,0.3250712824645138
Palipi View,https://www.google.com/maps/place/Palipi+View/data=!4m7!3m6!1s0x3031dbf83a2444d3:0xffe4b0238d51acbe!8m2!3d2.5235896!4d98.7444913!16s%2Fg%2F11k9pcbh1b!19sChIJ00QkOvjbMTARvqxRjSOw5P8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNn2PdZrkdeMc9IyXjH37OvLHYftj7KD7xsMekb=w80-h100-k-no,4.7,13,"Jl. Simbolon Purba, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393",Open 24 hours,2.5235896,98.7444913,Alam,"Pemandangan, Fotografi, Santai, Piknik, Pemandangan","Palipi View adalah sebuah potensi wisata yang terletak di Kecamatan Palipi, Kabupaten Samosir. Meskipun informasi spesifik mengenai ""Palipi View"" sebagai objek wisata yang sudah mapan masih terbatas, kawasan Palipi sendiri dikenal dengan keindahan alamnya di tepi Danau Toba. Palipi menawarkan suasana kedamaian dengan pemandangan persawahan yang hijau membentang di tepi Danau Toba. Beberapa catatan perjalanan menyebutkan bahwa Palipi adalah tempat yang tepat untuk berhenti sejenak, menikmati ketenangan, dan menyeruput kopi sambil mengagumi keindahan danau.",Palipi,0,0,0,0.7692307692307696,0.0024174053182917004,0.5391867600570261
Teluk Aek na Tio,https://www.google.com/maps/place/Teluk+Aek+na+Tio/data=!4m7!3m6!1s0x3031c561f963ab01:0x7cb534dba829c365!8m2!3d2.6040415!4d98.7000304!16s%2Fg%2F11jsqr1f_9!19sChIJAatj-WHFMTARZcMpqNs0tXw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPUqvXq149UH8xDdJCI6ibJ3vSNTmSWORAO2Fjh=w80-h106-k-no,4.8,9,"Jl. Putri Lopian, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 08.00-22.00,2.6040415,98.7000304,Bahari,"Pemandangan, Berenang, Santai, Fotografi, Piknik, Perahu, Memancing, Pemandangan","Teluk Aek Na Tio adalah sebuah zona wisata yang terletak di Waterfront City Pangururan, di tepi keindahan alam Danau Toba. Selain menjadi lokasi atraksi air menari yang memukau, terutama menjelang acara-acara besar seperti Kejuaraan Dunia Aquabike 2023, teluk ini juga menyuguhkan pertunjukan film menggunakan layar air yang unik. Pemandangan alam Danau Toba yang tenang menjadi latar belakang yang indah untuk berbagai kegiatan di sini. Pengunjung dapat menikmati penampilan musik akustik, pameran UMKM, parade, lomba kayak dan stand-up paddle di sekitar area teluk yang alami ini. Suasana alam yang menyegarkan di tepi Danau Toba menjadikan Teluk Aek Na Tio sebagai tempat yang menarik untuk bersantai dan menikmati berbagai hiburan.",Pangururan,0,0,0,0.8461538461538463,0.0016116035455278,0.29639558668567534
Pantai SiRulo,https://www.google.com/maps/place/Homestay+Jabu+dan+Pantai+SiRulo/data=!4m7!3m6!1s0x3031c77c090f9f2b:0x532c160bae0dad6!8m2!3d2.6677226!4d98.6889078!16s%2Fg%2F11l6t3w9w7!19sChIJK58PCXzHMTAR1trgumDBMgU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNg8rozfnAQ-hhPhgarpySC8eb_25mH9WgxpX3f=w138-h92-k-no,5.0,46,"Lumban Suhi-Suhi Lumban Silalahi, Huta Bolon, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22390",Open 24 hours,2.6677226,98.6889078,Bahari,"Berenang, Santai, Fotografi, Perahu, Memancing",Pantai SiRulo adalah tepian berpasir di Danau Toba yang tenang dengan pemandangan indah. Tempat ini sering menjadi lokasi acara santai dan menawarkan aktivitas seperti berkano. Dekat dengan penginapan dengan pemandangan danau. Nikmati suasana pantai unik di tepi danau yang berbeda dari lanskap perbukitan Samosir.,Pangururan,0,0,0,1.0,0.009065269943593874,0.7027195809830781
Spot Pemandangan Pulau Tulas,https://www.google.com/maps/place/Pemandangan+Pulau+Tulas/data=!4m7!3m6!1s0x3031cf4c55c9a0ab:0xebd3fd874544ea58!8m2!3d2.645876!4d98.6305564!16s%2Fg%2F11h7xpkqws!19sChIJq6DJVUzPMTARWOpERYf90-s?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOyDDT-2dQEz-i-YecDA6CVG_3ECXNIgOwGisSa=w163-h92-k-no,5.0,9,"Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 24 hours,2.645876,98.6305564,Alam,"Pemandangan, Fotografi, Santai ","Pemandangan Pulau Tulas menawarkan keindahan alam Danau Toba dari sudut pandang sebuah pulau. Pulau Tulas sendiri merupakan sebuah pulau kecil yang terletak di tengah Danau Toba, sehingga menyajikan panorama danau yang luas dikelilingi oleh perbukitan hijau Pulau Samosir dan daratan sekitarnya. Dari berbagai titik di Pulau Tulas, pengunjung dapat menikmati vista air danau yang berkilauan, barisan pegunungan yang membentang di kejauhan, serta langit biru yang memukau. Suasana di Pulau Tulas cenderung tenang dan alami, jauh dari keramaian, menjadikannya tempat yang ideal untuk bersantai dan menikmati kedamaian alam Danau Toba.",Sianjur Mula Mula,0,0,0,1.0,0.0016116035455278,0.35024174053182916
Pulau Tulas Sopo Siboro,https://www.google.com/maps/place/Pulau+Tulas+Sopo+Siboro/data=!4m7!3m6!1s0x3031cff5c8553ec3:0xf30aeef7e96cdc6e!8m2!3d2.642694!4d98.6446111!16s%2Fg%2F11h_vf7rj6!19sChIJwz5VyPXPMTARbtxs6ffuCvM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOUvTmjjv_A15sT_QrlmbPKSVmHYDlrv73fNBHW=w122-h92-k-no,5.0,5,"Sopo, Siboro, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.642694,98.6446111,Alam,"Fotografi, Santai, Pemandangan","Pulau Tulas Sopo Siboro adalah sebuah pulau kecil tak berpenghuni yang terletak di tengah perairan indah Danau Toba, secara administratif termasuk dalam wilayah Desa Siboro, Kecamatan Sianjur Mula-mula, Kabupaten Samosir. Keberadaannya ditandai dengan adanya Sopo (rumah adat Batak) yang menjadi milik marga Siboro, memberikan sentuhan budaya dan sejarah pada lanskap alaminya. Pulau ini menawarkan pemandangan Danau Toba yang memukau dari segala sisi, dengan air danau yang luas dan latar belakang perbukitan hijau Samosir yang menawan. Meskipun tanpa penghuni tetap, Pulau Tulas Sopo Siboro menjadi daya tarik wisata karena keindahan alamnya yang alami dan eksotis, sering dikunjungi wisatawan yang ingin menikmati ketenangan dan mengabadikan momen dengan latar belakang pulau yang unik di tengah Danau Toba. ",Sianjur Mula Mula,0,0,0,1.0,0.0008058017727639,0.35012087026591454
Panorama Spot Photo Jalan Lingkar,https://www.google.com/maps/place/Panorama+Spot+Photo/data=!4m7!3m6!1s0x3031ebe84dcdc915:0x293d4d32dcb67d09!8m2!3d2.6795326!4d98.8397281!16s%2Fg%2F11pd7qq84v!19sChIJFcnNTejrMTARCX223DJNPSk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNMfqdx-Z-qXNEMbnNf5OyvpLBQbfXwcKeVEJ7t=w204-h92-k-no,4.6,5,"Jl. Lkr. Tuktuk, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.6795326,98.8397281,Alam,"Pemandangan, Fotografi, Santai","Panorama Spot Photo adalah sebuah tempat yang populer untuk menikmati pemandangan indah di kawasan Tuktuk, Samosir. Tempat ini menawarkan sudut pandang yang luar biasa untuk mengabadikan momen dengan latar belakang keindahan Danau Toba dan perbukitan sekitarnya. Lokasinya yang berada di jalan lingkar Tuktuk menjadikannya mudah diakses oleh wisatawan yang sedang menjelajahi kawasan tersebut. Kemungkinan besar, tempat ini dirancang atau secara alami memiliki vista yang strategis untuk melihat panorama danau yang luas dan memukau.",Simanindo,0,0,0,0.6923076923076921,0.0008058017727639,0.2424285625736068
Pea Roba,https://www.google.com/maps/place/Pea+Roba/data=!4m7!3m6!1s0x3031c1a218daf091:0xf93f99b9136f0481!8m2!3d2.7129972!4d98.7555488!16s%2Fg%2F11grr424s3!19sChIJkfDaGKLBMTARgQRvE7mZP_k?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMb82OSwi1kIx0FRuhpUs6KN2tMgHKnrZ2R43TG=w122-h92-k-no,4.3,3,"Maduma, Simanindo, Samosir Regency, North Sumatra 22395",Open 24 hours,2.7129972,98.7555488,Alam,"Fotografi, Santai, Trekking","Pea Roba adalah sebuah hamparan alam yang tenang dan mempesona di pedesaan Samosir. Tempat ini menawarkan keindahan padang rumput hijau yang luas, berpadu dengan permukaan air yang tenang yang memantulkan langit. Di kejauhan, perbukitan yang landai dan ditutupi vegetasi menciptakan latar belakang yang damai.",Simanindo,0,0,0,0.4615384615384617,0.0004029008863819501,0.16159889667141886
Panorama Batu Lihi Star,https://www.google.com/maps/place/Batu+Lihi+Star/data=!4m7!3m6!1s0x3031bfceb15ad30b:0x8bcee8fcd76497aa!8m2!3d2.778759!4d98.820125!16s%2Fg%2F11fxb2dr0p!19sChIJC9Nasc6_MTARqpdk1_zozos?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPUGL43P4l4V-8s20hgKJmNy0s0OdWJ_eZO0uH9=w163-h92-k-no,4.3,260,"Jl. Pematang Purba - Parapat, Pematang Tambun Raya, Kec. Pematang Sidamanik, Kabupaten Simalungun, Sumatera Utara 21186",Open 6.30-21.00,2.778759,98.820125,Alam,"Pemandangan, Fotografi, Santai, Trekking, Pemandangan ","Panorama Batu Lihir adalah sebuah titik pandang yang menakjubkan di tepi tebing tinggi, yang menawarkan vista spektakuler ke arah keindahan Danau Toba yang membentang luas. Dari platform kayu yang dibangun khusus, pengunjung dapat mengagumi panorama air danau yang tenang dikelilingi oleh barisan megah pegunungan dan perbukitan hijau Samosir. ",Pematang Sidamanik,0,0,0,0.4615384615384617,0.05217566478646253,0.3387296225128619
Pea FarmHouse,https://www.google.com/maps/place/Pea+FarmHouse/data=!4m7!3m6!1s0x3031c1aa4d370c8b:0x3a50ecfc8e4cb9f5!8m2!3d2.6965013!4d98.810091!16s%2Fg%2F11fs2z2w6w!19sChIJiww3TarBMTAR9blMjvzsUDo?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNjpK4q6O9Mq4s284DyfNffN1TdOX2CWMdHCNB3=w163-h92-k-no,4.8,63,"Martoba, Simanindo, Samosir Regency, North Sumatra",Open 24 hours,2.6965013,98.810091,Alam,"Pemandangan, Trekking, Camping","Pea FarmHouse adalah destinasi wisata alam dan homestay yang terletak di Desa Martoba, Kecamatan Simanindo, Kabupaten Samosir, Sumatera Utara. Terletak di ketinggian sekitar 1.144 meter di atas permukaan laut, tempat ini menawarkan pemandangan spektakuler Danau Toba, terutama saat matahari terbit dan fenomena lautan awan di pagi hari.",Simanindo,0,5000,15000,0.8461538461538463,0.012489927477840449,0.5960546705510444
Pelabuhan utama sihotang,https://www.google.com/maps/place/Pelabuhan+utama+sihotang/data=!4m7!3m6!1s0x3031dbbf2abbff17:0xe4b41054fde3c5a9!8m2!3d2.5322641!4d98.7206518!16s%2Fg%2F11cly96ssc!19sChIJF_-7Kr_bMTARqcXj_VQQtOQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOzVdvNZkI_idGu_wIPaQ9F_qoDMEwD9Ktfg9IC=w122-h92-k-no,4.1,101,"Dolok Raja, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.5322641,98.7206518,Bahari,"Fotografi, Pemandangan, Transportasi","Pelabuhan Sihotang merupakan salah satu pelabuhan penyeberangan di Kabupaten Samosir, Sumatera Utara, yang berlokasi di kawasan Sihotang, Pulau Samosir. Pelabuhan ini melayani kebutuhan transportasi kapal untuk berbagai tujuan, termasuk pengiriman barang, kargo, kendaraan bermotor, serta penumpang.",Harian,0,0,0,0.3076923076923075,0.0201450443190975,0.22142812868034448
Danau Pea Na Bolak,https://www.google.com/maps/place/Danau+Pea+Na+Bolak/data=!4m7!3m6!1s0x3031c6ab69aa065f:0x30f4221978ec4eb3!8m2!3d2.6711799!4d98.7465689!16s%2Fg%2F11c0xrf62l!19sChIJXwaqaavGMTARs07seBki9DA?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOOi66twW2YXFMFadK5nCo0HI4u2z9Z8nIA5mA6=w80-h106-k-no,4.9,9,"Desa Pardomuan Nauli, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.6711799,98.7465689,Alam,"Fotografi, Pemandangan, Piknik, Edukasi","Danau Pea Na Bolak adalah sebuah danau kecil yang terletak di Desa Pardomuan Nauli, Kecamatan Pangururan, Kabupaten Samosir, Sumatera Utara. Danau ini dikenal sebagai salah satu destinasi wisata alam yang menawarkan pemandangan indah dan suasana tenang di sekitar Danau Toba.",Pangururan,0,0,0,0.9230769230769234,0.0016116035455278,0.32331866360875233
Panatapan parhallo,https://www.google.com/maps/place/Panatapan+parhallo/data=!4m7!3m6!1s0x3031e9292acc0d29:0x297415d070f59e5a!8m2!3d2.6173972!4d98.8722973!16s%2Fg%2F11j0hldphr!19sChIJKQ3MKinpMTARWp71cNAVdCk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOeTGVzcBm7szTQ8gzsdD7uyrSb9uE5xXfSq4x3=w122-h92-k-no,4.6,10,"Jl. Pulau Samosir, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara.",Buka 09.00 - 17.00,2.6173972,98.8722973,Alam,"Fotografi, Pemandangan, Santai","Panatapan Parhallo adalah sebuah tempat wisata alam yang terletak di Desa Tomok, Kecamatan Simanindo, Pulau Samosir, Sumatera Utara. Tempat ini menawarkan pemandangan spektakuler Danau Toba dari ketinggian, menjadikannya destinasi favorit bagi wisatawan yang ingin menikmati keindahan alam sambil bersantai.",Simanindo,0,0,0,0.6923076923076921,0.001813053988718775,0.48515930081200004
PARTUNGKOAN SALAON DOLOK,https://www.google.com/maps/place/PARTUNGKOAN+SALAON+DOLOK/data=!4m7!3m6!1s0x3031c340cefd8653:0x54949ef2962582dc!8m2!3d2.6566865!4d98.8154655!16s%2Fg%2F11qyg75r5j!19sChIJU4b9zkDDMTAR3IIllvKelFQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipObREjpCgS3FQxFHktVo46DfHQJa3M31rl0Aveu=w80-h106-k-no,5.0,1,"Desa Salaon Dolok, Kecamatan Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.6566865,98.8154655,Alam,"Edukasi, Trekking, Pemandangan","Partungkoan Salaon Dolok adalah sebuah lokasi bersejarah di Desa Salaon Dolok, Kecamatan Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara. Tempat ini dikenal sebagai Huta Partukkoan, yang dalam budaya Batak berfungsi sebagai pusat pertemuan adat dan musyawarah para tokoh masyarakat pada masa lalu. Istilah ""Partungkoan"" sendiri merujuk pada tempat berkumpul atau bermusyawarah dalam tradisi Batak.",Ronggur Nihuta,0,0,0,1.0,0.0,0.35
Rest Area Tele,https://www.google.com/maps/place/Rest+Area+Tele/data=!4m7!3m6!1s0x3031d06068065235:0x3d3b7a2239247b6f!8m2!3d2.5518488!4d98.6394003!16s%2Fg%2F11hd4syzcy!19sChIJNVIGaGDQMTARb3skOSJ6Oz0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMqBXulpVBOZBUSolO_pbnSPe-IN37hfdbDxZdS=w163-h92-k-no,4.5,29,"HJ2Q+PQJ, Turpuk Limbong, Harian, Samosir Regency, North Sumatra 22396",Buka 06.00 - 24.00 ,2.5518488,98.6394003,Alam,"Pemandangan, Santai, Fotografi","Rest Area Tele merupakan fasilitas pendukung yang terletak di kawasan Menara Pandang Tele, Kecamatan Harian, Kabupaten Samosir, Sumatera Utara. Tempat ini menjadi titik istirahat strategis bagi wisatawan yang ingin menikmati panorama Danau Toba dari ketinggian.",Harian,10000,5000,10000,0.6153846153846154,0.0056406124093473006,0.43246141449203496
Pantai Danau Toba Marom,https://www.google.com/maps/place/Pantai+Danau+Toba+Marom/data=!4m7!3m6!1s0x302e0340aac9a0d7:0xbb49a68f8179d378!8m2!3d2.4059951!4d99.0837347!16s%2Fg%2F11s5m4gvd1!19sChIJ16DJqkADLjAReNN5gY-mSbs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_o2cWq-Uc175CjTBt409ECnKookGxEiTsa-k72YbeCOx-PRF8d7yIbzM93YphJlESRFPWGBaoR2uxuD8S9BbJqKLgkCf6waOrfmShNpHIVcf-IGmeSOipLsyy6wqY4Ne_FrpNK=w122-h92-k-no,3.7,3,"C34M+9FX, Marom, Toba, North Sumatra",Open 24 hours,2.4059951,99.0837347,Bahari,"Fotografi, Pemandangan, Santai, Berenang","Pantai Danau Toba Marom adalah sebuah destinasi wisata unik di tepi Danau Toba, yang menawarkan pengalaman pantai yang berbeda dari pantai laut. Tempat ini menyuguhkan tepian danau dengan pasir putih alami yang lembut dan air danau yang tenang dan menyegarkan.",Uluan,0,0,0,0.0,0.0004029008863819501,6.043513295729251e-05
Bukit Pahoda,https://www.google.com/maps/place/Bukit+Pahoda/data=!4m7!3m6!1s0x302e049c02d6f0f9:0x51ad0eefbe2ba85d!8m2!3d2.349122!4d99.0403375!16s%2Fg%2F11c617g39v!19sChIJ-fDWApwELjARXagrvu8OrVE?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-e-HKYfbsFhr6QcykT7RNWfuXWJtDl1TylsDPlhajm5Q737YrSXFCK3zlvCRZO9p2Yw3sxoHh3Qsx2ymChlvXKoKYkUrCJrsqTU1GUDcN7qGsV65J2nW8mOgS-8bl_W7vEU2Ar=w122-h92-k-no,4.5,95,"Desa Lumban Silintong, Kecamatan Balige, Kabupaten Toba, Sumatera Utara",Open 08.00-17.00,2.349122,99.0403375,Alam,"Trekking, Hiking, Santai, Piknik,  Fotografi, Pemandangan","Bukit Pahoda adalah destinasi wisata alam yang terletak di Desa Lumban Silintong, Kecamatan Balige, Kabupaten Toba, Sumatera Utara. Bukit ini menawarkan panorama spektakuler Danau Toba dari ketinggian sekitar 500 meter di atas permukaan danau, menjadikannya salah satu spot terbaik untuk menikmati keindahan alam kawasan tersebut.",Balige,0,0,0,0.6153846153846154,0.01893634165995165,0.43645013326721627
