,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,note
The Kaldera,https://www.google.com/maps/place/The+Kaldera/data=!4m7!3m6!1s0x3031ef11fbe7a0f9:0x75154767a18d02c8!8m2!3d2.6067911!4d98.9459367!16s%2Fg%2F11fkn47m3h!19sChIJ-aDn-xHvMTARyAKNoWdHFXU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOytwSUDkAMDchapwynUo77KXcTWvxVrcNl_z3e=w122-h92-k-no,4.5,3436,"Sigapiton, Kec. Ajibata, Toba, Sumatera Utara",Open 08.00-17.00,2.6067911,98.9459367,Alam,"Camping, Pemandangan","The Kaldera adalah glamping resort yang memadukan kenyamanan akomodasi bohemian dengan panorama spektakuler Kaldera Danau Toba, menawarkan tenda mewah, bubble tent, glass cabin, dan ecopod untuk pengalaman menginap dekat alam.",
"Juma Tidahan Resto, Cafe & Guest House","https://www.google.com/maps/place/Juma+Tidahan+Resto,+Cafe+%26+Guest+House/data=!4m7!3m6!1s0x3031bf80ccf3a767:0x663d3ba892c4d777!8m2!3d2.81684!4d98.8058407!16s%2Fg%2F11t9h088h3!19sChIJZ6fzzIC_MTARd9fEkqg7PWY?authuser=0&hl=en&rclk=1",https://lh3.googleusercontent.com/p/AF1QipNIAQMWJf_gI9Aw5_qtsV4NH9yKWQ8IPpZnuh4i=w188-h92-k-no,4.6,23,"Jl. Simarjarunjung, Sirube-rube Gn. Purba, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara",Open 08.00-12.00,2.81684,98.8058407,,,Ini bukan tempat wisata :3,tidak relevan
Patung Boraspati ni Tano- Boru Saniang Naga,https://www.google.com/maps/place/Patung+Boraspati+ni+Tano-+Boru+Saniang+Naga/data=!4m7!3m6!1s0x3031c5004a322e0b:0x3ea12da5e9c43ec!8m2!3d2.6063443!4d98.6950269!16s%2Fg%2F11y5cmv169!19sChIJCy4ySgDFMTAR7EOcXtoS6gM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNrTLOXbFwpft4GIjmYYoetKYxIDgHMQFsHBZGL=w80-h106-k-no,4.8,6,"Jl. Danau Toba No.1, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6063443,98.6950269,Budaya,"Hiburan, Pemandangan, Edukasi","Patung ini menampilkan dua sosok mitologis Batak: Boraspati ni Tano, dewa tanah berwujud kadal (bengkarung) yang melambangkan kesuburan dan kemakmuran agraris, dan Boru Saniang Naga, dewi air yang menguasai danau dan aliran air sebagai sumber kehidupan bagi masyarakat nelayan. Monumen ini didirikan di area Waterfront Pangururan, tepi Danau Toba di Kecamatan Pangururan, Samosirsebagai landmark budaya dan spot foto ikonik bagi wisatawan yang datang lewat pelabuhan feri",bukan kategori
Aekkhori Outbound,https://www.google.com/maps/place/Aekkhori+Outbound/data=!4m7!3m6!1s0x3031ad77cdc30417:0x12fcd395bd03cbf7!8m2!3d2.9172467!4d98.5273768!16s%2Fg%2F11f3nl1s3m!19sChIJFwTDzXetMTAR98sDvZXT_BI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNLyNU9QIoPaprmcROWvRueWLgubbi7uUUQR1jy=w163-h92-k-no,4.5,53,"Silalahi, Jalan, Tongging, Merek, Karo Regency, North Sumatra 22173",Open 09.00-17.30,2.9172467,98.5273768,Alam,"Piknik, Camping, Olahraga, Hiburan, Pemandangan, Edukasi","Aekkhori Outbound adalah taman rekreasi alam dan pusat pelatihan outbound dengan pemandangan Danau Toba yang memukau. Di sini pengunjung dapat mengikuti berbagai permainan tantangan seperti flying fox, high rope, dan spider web untuk membangun kerja sama tim dan kepemimpinan, sekaligus menikmati kegiatan edukasi lingkungan dan camping di area terbuka.",
Vantage Point 5,https://www.google.com/maps/place/Vantage+Point+5/data=!4m7!3m6!1s0x3031ebb192e038fd:0x2e02ddaefaa3dcca!8m2!3d2.6788339!4d98.8421377!16s%2Fg%2F11k4wtbqc2!19sChIJ_TjgkrHrMTARytyj-q7dAi4?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOxRC6Y7wrKls5PAusXCAOquFGawmCBPYbuly4z=w122-h92-k-no,,,"Jl. Lkr. Tuktuk, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.6788339,98.8421377,Alam,"Pemandangan, Trekking, Fotografi","Vantage Point 5 terletak di ketinggian sekitar 1.200 m dpl sehingga berada di “kaldera” Danau Toba. Di sini dibangun teras pandang sederhana dan gazebo kayu yang menyajikan panorama luas Danau Toba, Pulau Samosir, serta punggungan perbukitan Barisan. Di mana pengunjung bisa berhenti sejenak untuk menikmati sunrise atau sunset, menangkap foto landscape spektakuler, atau sekadar melepas penat.",Tidak Relevan
Prapat bahari,https://www.google.com/maps/place/Prapat+bahari/data=!4m7!3m6!1s0x3031ef2c230be4d7:0xc5d1a71de86710c!8m2!3d2.665013!4d98.9343351!16s%2Fg%2F11v0j527vz!19sChIJ1-QLIyzvMTARDHGG3nEaXQw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNDw7x7cWtNpARodlakuM-9KhNLKF1XZ4Em6ZSO=w204-h92-k-no,5,3,"Jl. Kol. TPR Sinaga, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 24 hours,2.665013,98.9343351,Bahari,"Piknik, Olahraga, Hiburan, Pemandangan, Aktivitas Air, Berenang","Pantai Wisata Bahari Parapat adalah destinasi rekreasi keluarga yang menawarkan pasir putih yang bersih dan suasana yang tenang, cocok untuk bersantai sambil menikmati panorama danau dan perbukitan hijau di sekitarnya. Fasilitas yang tersedia meliputi area bermain air, penyewaan sampan, sepeda air berbentuk bebek, ban pelampung, serta tikar untuk piknik.",
Danau Aek Natonang,https://www.google.com/maps/place/Danau+Aek+Natonang/data=!4m7!3m6!1s0x3031e64b84ac3b43:0x1d493a7bfd69ff08!8m2!3d2.5636434!4d98.8835239!16s%2Fg%2F11b6tf6tsg!19sChIJQzushEvmMTARCP9p_Xs6SR0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMYdX5u_C_tQ5lffWFiri7-TiH1Ji9FKQtMr9Qt=w163-h92-k-no,4.5,286,"Aek Natonang, Tanjungan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.5636434,98.8835239,Alam,"Piknik, Camping, Pemandangan","Danau Aek Natonang adalah danau yang dijuluki ""danau di atas danau"" karena berada di Pulau Samosir yang sendiri terletak di tengah Danau Toba . Dengan luas sekitar 42 hingga 65 hektare dan berada pada ketinggian 1.300 meter di atas permukaan laut, danau ini dikelilingi oleh hutan pinus yang asri dan menawarkan udara sejuk serta pemandangan yang menenangkan.",
Efrata Waterfall,https://www.google.com/maps/place/Efrata+Waterfall/data=!4m7!3m6!1s0x3031d0eafd2bb9b1:0x4ac5b042ef0cebcd!8m2!3d2.5368988!4d98.6449414!16s%2Fg%2F11c1tsw8sk!19sChIJsbkr_erQMTARzesM70KwxUo?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipN10duLqsQQQaJWZZl2wsLAM-qbvpKllD-oP_sU=w80-h106-k-no,4.5,826,"Sosor Dolok, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 06.00-19.00,2.5368988,98.6449414,Alam,"Pemandangan, Trekking, Santai","Air Terjun Efrata menawarkan keindahan alam yang menakjubkan dengan ketinggian sekitar 25 meter dan lebar sekitar 10 meter . Dikelilingi oleh perbukitan hijau dan hutan tropis, suasana sejuk dan udara segar menjadikan tempat ini cocok untuk melepas penat dan menikmati keindahan alam.",
Wisata Panatapan Dolok Nagugun Sipira/Bukit Sipira,https://www.google.com/maps/place/Wisata+Panatapan+Dolok+Nagugun+Sipira%2FBukit+Sipira/data=!4m7!3m6!1s0x3031e7a41c5f5de7:0x58ef715deecf5ddd!8m2!3d2.5501041!4d98.9054157!16s%2Fg%2F11mvnk8bhv!19sChIJ511fHKTnMTAR3V3P7l1x71g?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPgwS2FOxBXuwrJ_Xasxj_rNyL4W2_PMG9nfR9e=w163-h92-k-no,4.8,185,"Sipira, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara 22397",Open 24 hours,2.5501041,98.9054157,Alam,"Piknik, Camping, Pemandangan, Santai","Bukit Sipira berada di ketinggian yang memungkinkan pengunjung menikmati pemandangan 180 derajat Danau Toba, termasuk area Tigaras, Balige, dan deretan Bukit Barisan di Sibisa, Parapat. Dikenal sebagai ""negeri di atas awan,"" bukit ini menawarkan suasana sejuk dan tenang, cocok untuk melepas penat dari hiruk-pikuk kota. ",
Pondok Wisata Lagundi Samosir,https://www.google.com/maps/place/Pondok+Wisata+Lagundi+Samosir/data=!4m7!3m6!1s0x3031e47e7fe52655:0x5fe9999183489510!8m2!3d2.5135363!4d98.9662788!16s%2Fg%2F11b6thsd01!19sChIJVSblf37kMTAREJVIg5GZ6V8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOMlJ12JaWzYMYU25gI7XSF-bBAetTZ0qHPGPRx=w122-h92-k-no,4.2,52,"Pantai Lagundi Onan Runggu Samosir, Sitamiang, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.5135363,98.9662788,Alam,"Camping, Pemandangan","Pondok Wisata Lagundi Samosir adalah destinasi wisata alam di Desa Sitamiang, Kecamatan Onan Runggu, Kabupaten Samosir, Sumatera Utara . Tempat ini menawarkan pemandangan pantai bersih dan indah di tepi Danau Toba , dengan pasir putih yang membentang dan suasana alam yang tenang ",
Hadabuan Naisogop Waterfalls,https://www.google.com/maps/place/Hadabuan+Naisogop+Waterfalls/data=!4m7!3m6!1s0x3031d02a01939241:0xfdd5ff9cf99a04bd!8m2!3d2.5891228!4d98.6214639!16s%2Fg%2F11cn5nq3g1!19sChIJQZKTASrQMTARvQSa-Zz_1f0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPNzVFlFwKdpDuZJ1jElf3CgypO4Jib2j8uDoi_=w80-h106-k-no,4.4,120,"Sarimarrihit, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 07.00-18.00,2.5891228,98.6214639,Alam,"Hiburan, Pemandangan, Trekking, Aktivitas Air","Air Terjun Hadabuan Naisogop memiliki ketinggian sekitar 12 meter dengan aliran air yang deras, dikelilingi oleh tebing batu dan pepohonan rindang yang menciptakan suasana sejuk dan tenang. Keunikan air terjun ini terletak pada kolam alami di bawahnya yang tidak terlalu dalam, memungkinkan pengunjung untuk bermain air atau berendam sambil menikmati kesegaran alam sekitar.",
Bukit Sidihoni,https://www.google.com/maps/place/Bukit+Sidihoni/data=!4m7!3m6!1s0x3031c30058d796cf:0x93790f677aaddf69!8m2!3d2.6050467!4d98.7490936!16s%2Fg%2F11vqh1wwnb!19sChIJz5bXWADDMTARad-temcPeZM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPpOqB9QmGVo3Bu9AsshQgOPIguy9OG-ziJM1Jm=w122-h92-k-no,4.6,108,"Sidihoni atas, Salaon Toba, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6050467,98.7490936,Alam,"Hiburan, Pemandangan, Trekking","Bukit Sidihoni adalah destinasi wisata alam dengan ketinggian sekitar 1.300 meter di atas permukaan laut (mdpl) , bukit ini menawarkan pemandangan spektakuler berupa hamparan savana hijau, perbukitan, dan Danau Sidihoni yang berada di kawasan yang sama. ",
Air Mancur Menari Water Front Pangururan,https://www.google.com/maps/place/Air+Mancur+Menari+Water+Front+Pangururan/data=!4m7!3m6!1s0x3031c5004b96a6ef:0x6db8f05ea2ad6dba!8m2!3d2.6038544!4d98.6997962!16s%2Fg%2F11lcqr5jgt!19sChIJ76aWSwDFMTARum2tol7wuG0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipM3sCtarUmZ7qlxx3zilpl53npKmV-UNBOf4tJv=w122-h92-k-no,4.7,664,"Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392",Open 24 hours,2.6038544,98.6997962,Alam,"Pemandangan, Fotografi, Hiburan","Waterfront Pangururan adalah sebuah kawasan wisata tepi Danau Toba yang indah dan tertata di Pangururan, Kabupaten Samosir. Tempat ini menawarkan kombinasi antara keindahan alam dan hiburan modern, dengan daya tarik utama berupa pertunjukan Air Mancur Menari yang memukau. ",
SAMOSIR VIEW,https://www.google.com/maps/place/SAMOSIR+VIEW/data=!4m7!3m6!1s0x3031e6447ea4a825:0xd51392fd47e7f3a6!8m2!3d2.5607547!4d98.8966388!16s%2Fg%2F11c522_v5c!19sChIJJaikfkTmMTARpvPnR_2SE9U?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPTZO5A4a8_9J4EKB_guBd5S5K40XIm4SxOEOQj=w163-h92-k-no,4.8,104,"Jl. Pulau Samosir, Parbalohan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.5607547,98.8966388,Alam,"Pemandangan, Fotografi","SAMOSIR VIEW adalah sebuah titik pandang yang luar biasa di Pulau Samosir, Sumatera Utara, yang menawarkan panorama spektakuler dan tak terlupakan ke arah Danau Toba yang membentang luas. Dari ketinggian, pengunjung dapat mengagumi keindahan air danau yang biru jernih dikelilingi oleh perbukitan hijau yang berliku, dengan siluet pegunungan yang menjulang di kejauhan di bawah langit yang cerah.",
Toga raja,https://www.google.com/maps/place/Toga+raja/data=!4m7!3m6!1s0x3031d19446eee673:0xdb04d1a721c7820c!8m2!3d2.5276795!4d98.6521425!16s%2Fg%2F11qb5m9b7_!19sChIJc-buRpTRMTARDILHIafRBNs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOohdaoRvt506ErVxfgSx2I9_bqwiCFsHk7BqPY=w122-h92-k-no,4.7,153,"Partungko Naginjang, Harian, Samosir Regency, North Sumatra 22391",Open 24 hours,2.5276795,98.6521425,Alam,"Pemandangan, Camping, Trekking, Fotografi","Toga Raja adalah destinasi wisata budaya dan alam yang menyuguhkan pemandangan spektakuler Danau Toba dari atas bukit. Tempat ini merupakan kawasan asal-muasal marga Raja Napitupulu, salah satu marga besar dalam suku Batak. Wisatawan bisa menyaksikan panorama Danau Toba yang luas, berinteraksi dengan arsitektur rumah adat Batak, serta menelusuri sejarah leluhur marga Napitupulu.",
Huta BOLON,https://www.google.com/maps/place/Huta+BOLON/data=!4m7!3m6!1s0x3031e9b76e71f86f:0xfdaf98f4d000c507!8m2!3d2.6359229!4d98.8619042!16s%2Fg%2F11cjj02gm4!19sChIJb_hxbrfpMTARB8UA0PSYr_0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMvD44adsV9b-tyOX4QjrtxNT80YQpCxq_889at=w163-h92-k-no,4.3,59,,Open 24 hours,2.6359229,98.8619042,Budaya,,,bukan kategori
Kelok Lapan Sibea-Bea,https://www.google.com/maps/place/Kelok+Lapan+Sibea-Bea/data=!4m7!3m6!1s0x3031db2161660b5f:0x6b6f3c7dabf88854!8m2!3d2.5519918!4d98.6758967!16s%2Fg%2F11rghbv20m!19sChIJXwtmYSHbMTARVIj4q308b2s?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPqoazwsG8Lu-HOk-luS8iWl4oI7heB1X5HgPYl=w122-h92-k-no,4.5,273,"Jl. Sisingamangaraja, Dolok Raja, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 08.00-17.00,2.5519918,98.6758967,Alam,"Pemandangan, Camping, Trekking, Fotografi","Kelok Lapan atau Kelok 9 Sibea-Bea adalah jalan berkelok dengan pemandangan dramatis yang mengarah ke Patung Yesus Kristus raksasa setinggi 61 meter di perbukitan Samosir, Danau Toba. Jalur ini menjadi magnet wisata religi dan spot fotografi dengan latar keindahan Danau Toba dari ketinggian.",
Sopo Guru Tatea Bulan,https://www.google.com/maps/place/Sopo+Guru+Tatea+Bulan/data=!4m7!3m6!1s0x3031cfd91cf2c2eb:0xce02dcbc16c1de8!8m2!3d2.5919905!4d98.6306358!16s%2Fg%2F11c3k6dpwy!19sChIJ68LyHNnPMTAR6B1swcst4Aw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMz9RlWuvu7SbFXgDSrlUpFG-qkXhKwG8IR17LF=w80-h106-k-no,4.7,385,"Sarimarrihit, Sianjur Mula Mula, Samosir Regency, North Sumatra 22396",Open 24 hours,2.5919905,98.6306358,budaya,,"Sopo Guru Tatea Bulan adalah situs budaya dan spiritual yang terletak di Bukit Sigulatti yang indah, dekat Desa Sianjur Mula-Mula, Pulau Samosir. Tempat ini menjadi simbol penting bagi masyarakat Batak karena diyakini sebagai tempat yang berkaitan dengan Guru Tatea Bulan, leluhur utama keturunan Si Raja Batak. Dengan arsitektur tradisional Batak, patung-patung sakral, dan pemandangan Lembah Sagala yang menakjubkan, Sopo Guru Tatea Bulan menggabungkan keindahan alam dengan filosofi budaya yang mendalam.",bukan kategori
Bukit Indah Sitalmak Talmak Sihotang,https://www.google.com/maps/place/Bukit+Indah+Sitalmak+Talmak+Sihotang/data=!4m7!3m6!1s0x3031dbae58bae751:0x7b481b23d0cda760!8m2!3d2.5198137!4d98.7332695!16s%2Fg%2F11h2mzgnd2!19sChIJUee6WK7bMTARYKfN0CMbSHs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPhcrHFDeCobgu6wUu5o3WQfgj_4LkMBsvwO07n=w80-h106-k-no,4.7,20,"Sampur Toba, Harian, Samosir Regency, North Sumatra 22393",Open 24 hours,2.5198137,98.7332695,Alam,"Pemandangan, Fotografi, Santai, Trekking , Piknik","Bukit Indah Sitalmak Talmak Sihotang adalah tempat yang menawarkan pemandangan alam yang memukau. Terletak di Kabupaten Samosir, Sumatera Utara, tempat ini menyajikan panorama perbukitan yang hijau dan menyejukkan, berpadu dengan keindahan Danau Toba. Dari ketinggian bukit, pengunjung dapat menikmati pemandangan danau yang luas dengan latar belakang pegunungan yang megah. Udara yang sejuk dan suasana yang tenang menjadikan tempat ini ideal untuk bersantai dan menikmati keindahan alam.",
Tuk-Tuk,https://www.google.com/maps/place/Tuk-Tuk/data=!4m7!3m6!1s0x3031ea177196ba23:0xf827e177e9bed3fd!8m2!3d2.6769913!4d98.854953!16s%2Fg%2F11clgffkts!19sChIJI7qWcRfqMTAR_dO-6XfhJ_g?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOloXGy1yuKHWr0sgKsmIcbsUGbd4LtklJvaNoT=w137-h92-k-no,4.6,238,"Jl. Lkr. Tuktuk No.10, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 08.00-17.00,2.6769913,98.854953,Alam,"Pemandangan, Transportasi","Tuktuk Siadong adalah sebuah desa kecil yang terletak di sebuah tanjung kecil di Pulau Samosir, Sumatera Utara. Tempat ini menawarkan panorama Danau Toba yang mempesona dan suasana yang menyegarkan. Tuktuk Siadong dikenal sebagai tempat terbaik untuk menikmati keindahan Danau Toba, dengan pemandangan danau yang luas dan latar belakang pegunungan yang megah.",
Simangande Waterfall,https://www.google.com/maps/place/Simangande+Waterfall/data=!4m7!3m6!1s0x3031c3187c52cfc5:0xbb2e04522b05a691!8m2!3d2.6470084!4d98.8345923!16s%2Fg%2F11h4w1n37r!19sChIJxc9SfBjDMTARkaYFK1IELrs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMf0b1SBflC9tg-MKE2F2JBKtmkVxsaYMjxkN-H=w80-h106-k-no,4.1,18,"Ronggur Nihuta, Samosir Regency, North Sumatra 22395",Open 08.00-17.00,2.6470084,98.8345923,Alam,"Pemandangan, Berenang, Fotografi, Trekking, Piknik, Eksplorasi, Aktivitas Air","Air Terjun Simangande adalah permata tersembunyi di Pulau Samosir, Sumatera Utara. Air terjun ini memiliki ketinggian sekitar 500 meter, menjadikannya salah satu air terjun yang cukup tinggi di kawasan ini. Sumber airnya berasal dari mata air alami di Bukit Dolok Simangande. Keunikan air terjun ini adalah bentuknya yang menyerupai hati jika dilihat dari kejauhan, sehingga sering disebut ""Air Terjun Cinta"" oleh kalangan muda.",
Pemandian Air Panas Rianiate,https://www.google.com/maps/place/Pemandian+Air+Panas+Rianiate/data=!4m7!3m6!1s0x3031db9325239f09:0x29816421eb92fb5f!8m2!3d2.5305201!4d98.7337322!16s%2Fg%2F11bcf1rndb!19sChIJCZ8jJZPbMTARX_uS6yFkgSk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOLK1Rs1X1-BxLzr56e7sMFqMShyTQaE_bIdFG4=w163-h92-k-no,4.1,153,"Rianiate, Pangururan, Samosir Regency, North Sumatra 22393",Open 24 hours,2.5305201,98.7337322,Alam,"Berendam, Air Panas, Santai, Pemandangan, Fotografi, Piknik","Pemandian Air Panas Rianiate adalah destinasi wisata alam yang terletak di Desa Rianiate, Kecamatan Pangururan, Pulau Samosir, Sumatera Utara. Terkenal dengan sumber air panas alami yang berasal dari aktivitas vulkanik di kawasan sekitar Danau Toba, pemandian ini menawarkan pengalaman relaksasi di kolam air panas berlatarkan panorama pegunungan dan danau. ",
Tao Silalahi Viewpoint,https://www.google.com/maps/place/Tao+Silalahi+Viewpoint/data=!4m7!3m6!1s0x3031cfbbcb26f629:0xdfcd0550bb8af7c9!8m2!3d2.6280371!4d98.6346953!16s%2Fg%2F11r36h_5jr!19sChIJKfYmy7vPMTARyfeKu1AFzd8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNTOK9WeXdpt8xUjoTncFSh9WU-lLpag-xXeh6v=w122-h92-k-no,4.6,27,"Jl. Tulas, Siboro, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.6280371,98.6346953,Alam,"Pemandangan, Fotografi, Santai, Piknik","Tao Silalahi Viewpoint adalah salah satu titik pandang terbaik untuk menikmati keindahan Danau Toba, Kecamatan Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara. Terletak di dataran tinggi dengan udara sejuk dan panorama luas, viewpoint ini menyuguhkan pemandangan dramatis berupa danau biru kehijauan yang dikelilingi bukit hijau serta perkampungan Batak tradisional yang memancarkan nuansa budaya lokal. ",
Wisata Alam Sosor Simoellop,https://www.google.com/maps/place/Wisata+Alam+Sosor+Simoellop/data=!4m7!3m6!1s0x3031cf78a4e9c907:0xbb5990206971aa32!8m2!3d2.6249395!4d98.6573607!16s%2Fg%2F11swy096w5!19sChIJB8nppHjPMTARMqpxaSCQWbs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOvUtOy_-0MmWEtqJKKwlSsFjpA7w18UQ0Q384B=w143-h92-k-no,4.5,2,"Jl. Pangururan, Siboro, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Closes soon ⋅ 5.00 pm ⋅ Opens 9.00 am Sat,2.6249395,98.6573607,,,"Sosor Simoellop adalah salah satu tujuan wisata unggulan di Kabupaten Samosir yang menggabungkan keindahan alam dengan pelestarian budaya Batak. Terletak di kawasan perbukitan yang menyajikan panorama Danau Toba dari ketinggian, destinasi ini cocok untuk liburan bersama keluarga dan sahabat. Fokus utama dari tempat ini adalah pelestarian alam, pengalaman wisata interaktif, pemberdayaan komunitas lokal, serta edukasi budaya.",tidak jelas tempat
Taman SITOLUHAE HORBO,https://www.google.com/maps/place/Taman+SITOLUHAE+HORBO/data=!4m7!3m6!1s0x3031c5188fbafeb1:0x7dacd2b259704328!8m2!3d2.609126!4d98.6959166!16s%2Fg%2F11clygmqr1!19sChIJsf66jxjFMTARKENwWbLSrH0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNhMGlL0qFypgW0B1PKOXarNHNHw_Ce0kckScuQ=w122-h92-k-no,4.2,270,,Open 24 hours,2.609126,98.6959166,Budaya,,,bukan kategori
Waterfront City Pangururan,https://www.google.com/maps/place/Waterfront+City+Pangururan/data=!4m7!3m6!1s0x3031c5aa13a22e5d:0x140af25707687568!8m2!3d2.6011438!4d98.7020533!16s%2Fg%2F11j8wy8259!19sChIJXS6iE6rFMTARaHVoB1fyChQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP0o69AVlU5O5QGQHUlwK75mFFuZeQHnTs7XdLh=w163-h92-k-no,4.6,518,"Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392",Open 08.00-22.00,2.6011438,98.7020533,Alam,"Pemandangan, Hiburan, Santai, Fotografi","Waterfront City Pangururan adalah kawasan wisata modern yang terletak di tepi Danau Toba, tepatnya di Kecamatan Pangururan, Kabupaten Samosir. Proyek ini merupakan bagian dari pengembangan destinasi super prioritas Danau Toba yang menggabungkan konsep keindahan alam, ruang publik yang nyaman, dan sentuhan budaya lokal Batak. Dengan desain arsitektur modern namun tetap mempertahankan nuansa lokal, tempat ini menjadi ruang terbuka yang cocok untuk rekreasi, bersantai, hingga menikmati senja di tepian danau.",
Wisata alam Efrata,https://www.google.com/maps/place/Wisata+alam+Efrata/data=!4m7!3m6!1s0x3031d1309349d1cb:0x7839cdbd80f6458d!8m2!3d2.5378818!4d98.6449025!16s%2Fg%2F11hz_kfl9z!19sChIJy9FJkzDRMTARjUX2gL3NOXg?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipN0dPqJwdkgLL7sc-SAPLVwzlY9rjL74TOg7ms5=w122-h92-k-no,3.9,25,"Turpuk Malau, Harian, Samosir Regency, North Sumatra 22396",Open 08.00-16.00,2.5378818,98.6449025,Alam,"Pemandangan, Berenang, Trekking, Fotografi, Aktivitas Air","Wisata Alam Efrata adalah destinasi air terjun yang menawan di Desa Turpuk Malau, Kecamatan Harian, Kabupaten Samosir. Terletak di dataran tinggi dengan latar pegunungan dan vegetasi hijau yang rimbun, Air Terjun Efrata menyuguhkan suasana alami yang sejuk dan menyegarkan, cocok untuk wisatawan yang ingin melepas penat dari hiruk-pikuk kota.
Air terjun ini memiliki ketinggian sekitar 26 meter dan debit air yang deras, membentuk kolam alami di bawahnya yang bisa digunakan untuk bermain air atau sekadar menikmati keindahan alam. Dikenal sebagai ""pesona tersembunyi"" Samosir, Efrata juga menawarkan area berfoto yang Instagramable dan cocok dikunjungi bersama keluarga maupun sahabat. Akses menuju lokasi cukup mudah dijangkau dan dikelilingi panorama Danau Toba yang menakjubkan.",
